PaperID,Authors,Article Title,Year,Source title,Abstract
660,Levin R.,Moscow Administration selected Alcatel,1995,Elektrosvyaz,"In June this year, a digital telephone exchange Alcatel 1000 S12 was put into operation in the building of the Moscow Administration. The capacity of this telephone exchange is 5000 numbers. The contract for delivery of this installation was signed between the Alcatel Bell firm (Belgium) and the Russian firm (″Olimp″) in December, 1993. The telephone station mentioned gives the opportunity to increase its capacity, when it is necessary, and the number of services being rendered."
661,McLean J.A.,"Older oil filled electrical switchgear - past, present and future",1997,IEE Colloquium (Digest),Oil filled switchgears are of robust construction which results in an indefinite service life. This leads to the required improvements in performance aspects of switchgears as well as future replacements or upgrading. Operator safety has been the main concern in the use of older oil-filled switchgears. The potential problem areas include: dependent manual operating mechanisms (DMOS); overstressing; fault performance limitations; plain break contact systems; insulation deterioration; maintenance; modifications; anti-reflex handles; manufacturers; and on-site knowledge and skills. Several modifications and or replacements are underway for these older-type systems to function properly for modern applications.
662,Drescher G.; Spaeck H.; Betzmann M.,Controlled pressure stress on switchgear rooms during internal arc faults,1998,IEE Conference Publication,A new medium voltage load break switchgear for installation in older buildings with limited pressure withstand capability is developed. The new switchgear is equipped with an absorber to reduce the pressure stress outside the switchgear and to cool the hot arc gases. The effectiveness of this absorber is installed in a 20-feet-container. The absorber reduces the pressure stress on the substation housing by the factor of four.
663,Mannila P.; Lehtonen M.,Decentralised electrical distribution network in power plants,2000,VTT Tiedotteita - Valtion Teknillinen Tutkimuskeskus,"A centralised network is the most common network solution in today's power plants. In this study a centralised and a decentralised network were designed in order to compare them economically and technically. The network of the Kirkniemi (Lohja, Finland) power plant was used as a model case. The emphasis of this study was on economical aspects, but also the most important technical aspects were considered. The decentralised network requires less space and less cabling since there is no switchgear building and distribution transformers are placed closer to the consumption. Medium voltage motors and distribution transformers build up a ring. Less cabling and an absent switchgear building cause considerable savings. Component costs of both of the networks were estimated by using data from completed power plant projects. Component costs of the decentralised network were smaller than those of the centralised network. An essential question of the network is the relay protection and associated fault location. Simulations for the decentralised network were done in order to find a way to carry out earth fault protection and location. It was found out that in high resistance earthed system the fault distance can be estimated by a relatively simple method. The decentralised network uses a field bus, which offers many new features to the automation system of a power plant. Many-sided information can be collected from the protection devices in order to schedule maintenance duties at the right time. Through the field bus it is also possible to control remotely a power plant. The decentralised network is built up from ready-to-install modules. These modules are tested by the module manufacturer, which reduces the need for field testing dramatically. The workload needed in the project management and engineering of a power plant drops also due the modules. During the lifetime of a power plant, maintenance is easier and more economical."
664,,Getting it from the source,1997,Offshore Engineer,"Recently awarded contracts to Cegelec Projects for the novel Ramform floating production storage and offloading vessel currently under construction at the Hyundai Mipo dockyards are discussed. Cegelec will manufacture and supply the innovative delta-shaped FPSO concept with topsides switchgear in addition to power management, process control, emergency shutdown, fire and gas systems. At the centre of this contract is the DPS 900 dynamic positioning system series."
665,Joseph R.,Questions and answers,2004,Metal Finishing,"An interview of an independent coating consultant about the more efficient ways of encountering problems in painting is discussed. Air-assisted airless and airless guns are used extensively where painters need to apply large volumes quickly. In the ship building industry, airless is the most popular spray guns because it applies huge volumes of paint to the hull of a ship at very high film builds, up to 10 mils and more in a single application. The design features of the water troughs and deflector plates are also elaborated."
666,Tobias J.C.; Leeuwerke R.P.; Brayford A.L.; Robinson A.,Use of sectionalising circuit breakers in urban MV distribution networks,1998,IEE Conference Publication,"The influence of the MV network topology on the quality of supply is analyzed. The following points are covered: the effectiveness of strategically positioned, remotely controlled sectionalizing circuit breakers in improving security and availability in MV open ring networks; a possible migration path to MV closed ring networks with unit protection; and the switchgear, protection and control building blocks required to implement these network schemes. Finally, possible solutions are proposed to improve the current performance of open ring networks."
667,Hartwell Frederic P.,Wiring a building switchboard from an outdoor transformer,1996,EC and M: Electrical Construction and Maintenance,"When a customer-owned outdoor transformer supplies a large switchboard, some rules need to be correlated. Each of these rules should be analyzed independently and then correlated based on the worst case. In this case, the following are considered; (1) the disconnecting requirements for the building, (2) the transformer protection aspects, and (3) the status of the feeder and the switchboard busses and their required ampacities and protection."
668,Wactor M.; Olsen T.W.; Ball C.J.; Lemmerman D.J.; Puekett R.J.; Zawadzki J.,Strategies for mitigating the effects of internal arcing faults in medium-voltage metal-enclosed switchgear,2001,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,"There are numerous strategies currently employed to mitigate the effects of an internal arcing fault in medium-voltage metal-enclosed switchgear. As we learn more about the behavior of the arcing fault and how the switchgear and installation affect the severity of the fault, it is recognized that many of the techniques may be combined to improve performance. A review of the internal arcing fault and mitigation techniques is provided with discussion on how these techniques may be combined to produce positive results. When the mitigation technique has a response time that is longer than the rise time of the internal overpressure phenomenon associated with arcing faults, a need for structurally enhanced switchgear exists. A new test guide for measuring the structural enhancements is offered and strategies for coordination of arc resistant construction with mitigation techniques are discussed."
669,Colwell Sarah; Hoare David,Explosion testing - an alternative synthetic test,1997,IEE Colloquium (Digest),"The Building Research Establishment, Fire Research Station (BRE/FRS) assessed the loading and flame characteristics resulting from a high voltage discharge (HVD) generated by the catastrophic failure of electrical switchgear inside a substation enclosure. A series of HVD tests are completed using various substation housing under the most severe electrical fault conditions. The results showed a wide scatter due to the unpredictable failure mode of the cables and boxes. Thus, FRS developed a repeatable, cost effective, synthetic test which reproduced the observed key characteristics. This test allows the explosion performance of substation enclosure designs to be easily and cost effectively assessed."
670,Leonhardt K.; Ritterbach E.; Hennen H.,Optimised construction technology for modern coal-fired power stations,2003,VGB PowerTech,"The principles necessary to achieve the greatest economic success over the long life cycle of a plant must be set out early in the planning process. To satisfy the demands for better profitability and more rapid project realization, the design of the plant must suit the construction concept and improved construction planning must take into account the requirements of the final construction process. The plant engineering interfaces are determined by the various functions and are different to those of the construction engineering elements. In plant engineering terms, the power station can be divided into individual buildings according to function, whilst construction engineering considers modules only."
671,Sakakibara T.; Nakajima T.; Maruyama S.; Wakabayashi S.; Nagaoka S.,Development of a GIS fault location system,2000,Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),"This paper describes a series of development tests carried out when developing a fault location system applied for the main bus of GIS (gas-insulated switchgear) by using shock pressure relays. In the main bus of this GIS, each gas section per bay is connected by gas pipings. This paper also refers to the basic construction of the software of the fault location system actually applied to GIS with rated voltage less than 168 kV."
672,Du Y.; Burnett J.,Current distribution in single-core cables connected in parallel,2001,"IEE Proceedings: Generation, Transmission and Distribution","In Hong Kong buildings, large, parallel-connected single-core cables are often used to connect transformers to main low-voltage switchboards. As power consumption in buildings increases, overheating problems associated with such cable installations have become a concern. The paper investigates current distribution among parallel-connected single-core cables in a multi-phase distribution system. A general current-distribution prediction method is proposed and validated experimentally. The impact or cable, source and installation parameters, as well as the presence of a steel cable tray, is reported. The current distribution associated with the Hong Kong practice of parallel cable installations is evaluated, and recommendations for the design and installation are presented."
673,Mason S.L.,A power conversion concept for the Jupiter Icy Moons Orbiter,2004,Journal of Propulsion and Power,"An analytical study was performed to compare design options for a reactor power system that could be utilized on a Jupiter Icy Moons Orbiter mission employing nuclear electric propulsion. The resulting concept uses a liquid-metal cooled reactor and closed-Brayton-cycle power conversion. The power conversion system consists of two, independent Brayton converters each capable of providing the full design output power. The converter design is based on state-of-the-art superalloy hot-end construction permitting turbine inlet temperatures of 1150 K and cycle efficiencies in excess of 20%. The waste heat-rejection system includes a mechanically pumped liquid-metal heat-transport loop and water heat-pipe radiator panels. The power management and distribution system provides the power electronics, electrical controls, switchgear, and cabling to deliver 400 Vac (volts alternating current) to the electric propulsion system and 120 Vdc (volts direct current) to the spacecraft bus. This paper discusses some of the key tradeoffs considered in arriving at the proposed concept and provides a summary of the power system performance and mass."
674,Bridger Baldwin; Powers W.F.; Cooper D.A.; McClung L.Bruce,Use of reduced emissions wire in switchgear equipments,1995,IEEE Transactions on Industry Applications,"Recent emphasis on safety in the workplace and reduction of damage due to fires has led to the introduction of new types of wire and cable which are insulated with materials that contain no halogens and produce less smoke and/or toxic emissions when burned. These wires and cables have been available for general building wire for several years, but not as Type SIS wire, which is required by ANSI/IEEE standards for use in switchgear equipments. Now Type SIS wire insulated with low smoke, low emission, halogen-free material is available. To investigate the performance of this wire under fire conditions, two identical equipments were built, one wired with standard SIS wire and one with low-emissions SIS wire. Wires were deliberately ignited in each cubicle and the results recorded. Measurements of the effects of emissions on the contact resistance of control devices were made, and the relative ease of cleaning was checked. A comparison of the results shows that the low-emissions wire did reduce the effects of the fire on both internal appearance of the equipment and on the contact resistance of control devices."
675,Diessner A.; Finkel M.; Grund A.; Kynast E.,Dielectric properties of N2/SF6 mixtures for use in GIS or GIL,1999,IEE Conference Publication,"As an alternative to the insulating gas sulfur hexafluoride (SF6), gas mixtures have been analyzed for use in high-voltage gas-insulated switchgear or transmission lines (GIS or GIL). The main component of gas mixtures is nitrogen (N2) with various slight admixtures of SF6. The investigations were undertaken on real technical arrangements with the aim of arriving design fundamentals for high voltage installations. These fundamentals were confirmed and verified with the aid of various high-voltage tests on GIL constructions. The insulating properties of the gas mixtures are examined under various voltage applications in comparison with pure SF6 insulation."
676,Lee J.M.,Building upholstery to last,1997,Industrial Fabric Products Review,"The requirements for successful re-upholstery of vehicle interiors are outlined. Padding materials (cotton, Dacron polyester and foam), burlap, panel board, welting and windlace can be used to achieve a satisfactory job. When repadding seats, firmness and density should be carefully considered. Two grades of padding material, one firmer and one softer, will probably be needed."
677,Gotlieb J.; Stringfellow T.; Rice R.,Power plant design taking full advantage of modularization,2001,"Power Engineering (Barrington, Illinois)","With the advent of higher gas and oil prices, solid fuel plants must overcome several obstacles including higher capital costs, longer construction periods and higher emissions. By maximizing the use of modular design and construction, significant cost and schedule savings can be realized. This paper discusses the modular plant design and how it differs from conventional stick-built design."
678,Kobayashi Takayuki; Yamamoto Hiroshi; Sasamori Kenji,"1,000kV gas-insulated switchgear",1996,Mitsubishi Electric Advance,"Mitsubishi Electric Co. has successfully suppressed switching surges and lowered the required lightning impulse withstand voltage in 1,000kV gas-insulated switchgear (GIS), allowing the reduction of equipment dimensions. The GIS features are reduced lightning impulse withstand voltage, high-speed ground switch, size reduction, improved reliability, linear-coupled current transformer, and optical voltage transducer. The switchgear specifications and construction are illustrated."
679,Anon,The important stage in the implementation of the ITUR project has been completed,1995,Elektrosvyaz,"In September 1995, works to lay an optical fiber cable from Dzhubga (Turkey) to 15-m isobath were completed. Conditions were created to connect this cable with two existing Russian telecommunication cables in the Black Sea. The ITUR project is designed to modify the telecommunication system in the South of Russia. The system includes an undersea optical fiber line (Italy-Turkey-Ukraine-Russia) with an extent equal to 3410 km. The system is equipped with two PHD systems, speed of transmission - 565 Mbit/s and capacity equal to 15360 channels."
680,Anon,Unique controls for standby power system,1994,Diesel progress engines & drives,"An important feature of the Americas Tower was a standby power system that would safeguard data in tenant's computers, assure the productivity of the businesses and secure the well-being of its occupants. For improved control of the building's backup power system, the Zenith paralleling switchgear integrates the SCADA technology. The SCADA system features high data acquisition and reporting capabilities, and is designed to operate alongside the programmable logic controller (PLC) that controlled the power system. The SCADA system is software driven, which offers historical data tables, bar charts, time trend plots and graphical meter displays among many other functions."
681,,Getting the right box for the job,2003,Electrical World,"The development of extensive range of wall mounted steel enclosures by Eldon is discussed. The range includes specialized units that are suitable for use in hazardous areas, corrosive environments and harsh climatic conditions. Eldon's AS range of single door enclosures offers a higher degree of protection at IP66 and features 36 different sizes. The AM range of single door, IP 55 protection class enclosures features 30 individual sizes. The AM, AS, AD and AP wall mounted steel enclosures offers high protection and an extensive range of accessories."
682,Ma K.W.; Zavaliagkos G.; Meteer M.,Sub-sentence discourse models for conversational speech recognition,1998,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","According to discourse theories in linguistics, conversational utterances possess an informational structure that partitions each sentence into two portions: a «given» and «new». We explore this idea by building sub-sentence discourse language models for conversational speech recognition. The internal sentence structure is captured in statistical language modeling by training multiple n-gram models using the expectation-maximization algorithm on the Switchboard corpus. The resulting model contributes to a 30% reduction in language model perplexity and a small gain in word error rate. © 1998 IEEE."
683,Massey Gregory W.,"Failure analysis of a 1500 KVA, 13.2 KV/480 Volt, delta-delta transformer",2000,Conference Record of Industrial and Commercial Power Systems Technical Conference,"This paper discusses the events surrounding the catastrophic failure of a 1500 KVA, 13.2 KV/480 Volt, delta-delta, cast-coil transformer. The transformer supplied a 480 V, three-phase, three-wire distribution switchboard serving HVAC and miscellaneous motor loads. Both utility feeders supplying the 15 KV switchboard suffered faulted operating conditions exterior to the building and were de-energized. The transformer subsequently failed after switching operations in the 15 KV switchboard supplying the transformer. The pages that follow examine the final condition of the transformer and enclosure, along with the 15 KV switchboard serving the transformer and the 480 V switchboard served by the transformer, to speculate how the transformer failed. Note: The views expressed in this paper do not necessarily reflect the views of the United States of America, the Department of Justice, or the Federal Bureau of Prisons."
684,Leonhardt Gunter,Ultra-high vacuum and switchgear technology - a late but promising marriage,1996,"International Symposium on Discharges and Electrical Insulation in Vacuum, ISDEIV","A historical retrospective leads us back to the time in which a vacuum was still considered as a physical phenomenon. The precursors of switches were contact devices, which were only gradually developed to form circuit breakers. Vacuum and switchgear technology went their separate ways to a long time. Various technologies, all of which failed to a greater or lesser extent, characterized the time up to around 1960. Only then did any interdisciplinary development take place. This is the time of the 'marriage'. The result to today's maintenance-free high performance circuit breakers, which are designed for long life. Circuit breaker designs have always had an influence on switchboards: this applies in particular to the modern vacuum circuit breakers. New technologies from other fields are now being added, and their integration in switchgear and switchboard construction is leading to high-tech products for the next century."
685,Alekseev A.A.,The soft- and hardware complexes of EMICON company,1997,Kuznechno-Shtampovochnoe Proizvodstvo,"The EMICON company devices and produces programmable controllers, commercial computers, operator switchboard panels, direct current electric drives and computer-aided control systems for technological processes. The controllers provide a creation of control systems with modular construction and completely compatible software. The main characteristics and operational conditions of controllers, switchboard panels and control blocks of electric drives are presented."
686,Moore P.J.; Portugués I.E.,The influence of personal computer processing modes on line current harmonics,2003,IEEE Transactions on Power Delivery,"The influence of the personal computer processing mode on the generation of line current harmonics has been investigated using a university library building containing over 370 PCs. The harmonics were monitored from the building switchboard using purpose-designed hardware. The PCs were set to execute four types of processing mode: idle, numerical processing, floppy, and hard disk accesses. The results recorded were indicative of harmonics caused by the PC box only; secondary effects of harmonic production caused by distorted supply voltages were avoided. The results show that hard disk accesses cause the highest level of harmonic production affecting the 3rd and 5th components. Harmonic attenuation was very apparent when comparing the results between a single PC and 124 PCs connected to the same supply phase. However, attenuation and diversity effects due to changes in loading level on the PC power supply were not as predicted, showing an increase in harmonic generation with line current rms level."
687,De Ridder G.J.,Structural design of a cellular electrical substation for electrical arc blast loading,2000,Structures and Materials,"A case study of the structural design for a new generation of indoor electrical substation in South Africa is presented. New state-of-the-art switch gear has recently been developed in South Africa, which substantially reduces the cost but increases risk of explosive blast emanating from possible electrical faults in such indoor high voltage stations. The paper describes the concept of a suitable enclosing building structure and explains the analysis which is based on acoustic energy theory and accepted practice of blast resistant design."
688,,Ensuring the police have power,2004,Engineers Australia,"The features of the emergency power system, designed and installed by Cummins Power Generation (CPG) at NSW Police's new headquarters in Parramatta, Sydney, are discussed. The system consisted of Standard PowerCommand generator sets and PowerCommand digital paralleling control equipment. The functions of the controllers in the system are to operate circuit breakers at the mainswitchboards, provides emergency power to each switchboard, and controls 32 levels of load throughout the building during mains failure condition. A fuel transfer system consists of transfer pumps, fuel risers, day tanks, and control panel is supplied and installed to provide automatic operation of the fuel system when the generators are running."
689,Thienpont H.; Goulet A.; Baukens V.; Koczyk P.; Buczynski R.; Nieuborg N.; Kirk A.G.; Heremans P.L.; Borghs G.; Kuijk M.; Vounckx R.A.; Veretennicoff I.P.,Free-space optical interconnect and processing demonstrators with arrays of light-emitting thyristors,1997,Proceedings of SPIE - The International Society for Optical Engineering,"The significant progress which as been made in the development of differential pairs and arrays of differential pairs of light-emitting thyristors has made the construction of optical computing systems with high speed interconnections a realistic possibility. In this paper we review our work on the practical implementation of these optoelectronic transceiver devices in systems and demonstrate most of the basic functionalities necessary to build a primitive digital parallel optical processor. We demonstrate the transcription of digital optical data between cascaded single elements and between 8 by 8 arrays of completely- depleted optical thyristor differential pairs. We also show results of digital optical logic NAND, NOR, AND, OR, NOT operations, logic plane to logic plane imaging with a diffractive fan-out and parallel digital data input with a computer controlled liquid crystal micro- display. As an example of a sub-system module which has reasonable complexity we focus on a demonstrator platform which combines optical thyristor logic planes, polarization- selective diffractive optical elements, liquid crystal variable retarders and large diameter gradient index lenses, and successfully demonstrate dynamically reconfigurable nearest neighbor interconnects. We conclude by discussing the future system performances in the light of system scalability. ©2004 Copyright SPIE - The International Society for Optical Engineering."
690,Ristolainen I.,Location of earthfault in ring networks of power plant and industry; [Voimalaitos- ja teollisuusrengasverkon maasulun paikannus],2002,VTT Tiedotteita - Valtion Teknillinen Tutkimuskeskus,"A decentralised network is unconfirmed method to do an internal distribution of electricity in the industry and power plant networks. The decentralised network is more economical than a conventional model of the network and a separate switchgear building no needed. This enables to design difference and better layout than before. Earth fault accurate location in the decentralised network is challenging problem. One potential method to earth fault location is measure sumcurrent from three difference points of the decentralised network. Earth fault location can define on account of measured sumcurrents magnitude. It is conceivable to use measured sumcurrents in a selective protection of devices in network, for instance motors and transformers. In this study the earth fault of the decentralised network were simulated. The network of the Kirkniemi (Lohja, Finland) power plant was used as a model case. Earth fault location was carried out at a table format. The table has in advance calculated theoretical sumcurrent values when the earth faults happened anywhere on the network. Theoretical sumcurrent values and simulated values were compared. An estimation of the location was defined on account of least squares of error. Accuracy of the location was around one meter with carried out solution algorithm. Value of point formed direct capacities to ground has an essentially bearing on accuracy of the location. Measuring accuracy of currents has an essentially bearing on accuracy in practice too."
691,Chau C.K.; Du Y.; Lee W.L.; Tse M.S.; Burnett J.,Monitoring the competitiveness in the supply of low-voltage switchboards,2003,Building and Environment,"This paper reports an innovative, scientific and yet practicable approach developed in assisting a large-scale high-rise residential building developer in Hong Kong for monitoring the competitiveness in the switchboard supply to her development projects. In this study, a pricing indicator was developed for monitoring whether the pricing levels charged to developer had attained a competitive level. Our results revealed that the pricing level charged to the developed was far from competitive, and the high cost was contributed by inadequate competitiveness in the switchboard supply as a result of the practice of including only a limited number of suppliers on the pre-qualification list. By relaxing the pre-qualification requirements, the pricing level dropped to a very competitive level after two additional suppliers being included on the list. © 2003 Elsevier Science Ltd. All rights reserved."
692,Pitt D.,Developments in switchboards and panelboards,2003,Engineering Technology,"The recent developments and trends in switchboards, panelboards and final distribution boards is discussed. These products are required to isolate the incoming electric supply and to protect the various circuits within the installation. Few factors that have influenced developments of these products in the recent years are increasing demand for power in modern buildings, increasing demand for controllable power, rising cost of floor space has created a demand for more compact assemblies and the concern for safety requirements."
693,Lopez-Roldan J.; Irwin T.; Nurse S.; Ebden C.; Hansson J.,"Design, simulation and testing of an EHV metal-enclosed disconnector",2001,IEEE Transactions on Power Delivery,"One of the most demanding design issues in the development of metal-clad disconnectors for application at 500 kV and over, is to ensure the switching capabilities of the device. This paper presents the issues and processes involved from the initial design through to final testing of a 550 kV disconnector. The initial work concentrated on defining the design parameters in order to minimize the risk of arc breakout. Computer analysis using 2D and 3D modelling of the contact configuration was carried out. As a following step, before building the disconnector, the results of the computations were validated by a static test where the electrode arrangement was set manually at different gap distances and discharges between contacts were monitored. From the computational and test data a final contact design was optimized and a disconnector prototype was built. Finally the capabilities for bus-charging current switching were tested in accordance with the IEC 1259 standard. The results of these tests include measurement and comparison with EMTP simulations of the fast transient over voltages generated by disconnector operations."
694,Blank K.; Engel M.; Hellinger R.; Hoke D.; Nothhaft J.,Propulsion system and power supply for the Transrapid; [Antrieb und Energieversorgung des Transrapid],2003,ZEV Rail Glasers Annalen,"The contract for construction of the world's first Transrapid reference line was signed in Shanghai on January 23, 2001. Starting in 2003, this line connects the city's new Pudong International Airport with the likewise newly erected Long Yang Road Station for Metro Line 2 in the financial district Pudong. The 5-section maglev vehicles operate at a top speed of 430 km/h on this 30 km long line. A total of three vehicles will be deployed in round trip operation. The following describes the structures of the propulsion and power supply systems which have been developed for reference lines and are the responsibility of the Transportation Systems Group of Siemens AG, Erlangen. These structures satisfie all requirements for the reference technology in terms of, for instance, modular design, operation of multiple vehicles on one line, high operating speed, reliability, availability and a low maintenance requirement Also discussed are the design that has been derived from those structures for the Shanghai Maglev Transportation Project (SMTP) and the key components being used, such as the line-side power supply, converters, open-loop and closed-loop control systems as well as trackside switchgear."
695,Zimmermann Werner; Osterholt Andre; Backes Jurgen,Comparison of GIS and AIS systems for urban supply networks,1999,ABB Review,"Studies carried out by ABB show that for urban supply networks the combination of HV gas-insulated switchgear (GIS) and HV cable has important advantages over systems with air-insulated switchgear (AIS) and overhead lines. Due to their compactness and flexibility, GIS substations can be located close to load centers, allowing a much more efficient configuration for both the HV system and the MV distribution network. The saving in investment and operating costs more than compensates for the higher cost of the GIS and cables. Benefits include higher reliability and the option of integrating a complete GIS substation in an existing building, eg when extra site area is not available."
696,Mukaida Masayuki; Tamura Yasushi; Yoshimi Takashi; Asari Yukio; Sato Hirokazu,Task planning experiment toward an autonomous robot system for the construction of overhead distribution lines,1995,IEEE International Conference on Intelligent Robots and Systems,"As an initial stage in the realization of an autonomous robot system for the construction of overhead distribution lines, we have developed an experimental set-up with a task planner to install a power switchgear model on a mock-up utility pole. When an operator inputs a task level command of standard installation tasks to the system, the task planner generates robot control commands to perform a desired task automatically by referring to an environment and a task knowledge database. The robot then moves and executes the specified task according to the robot control commands that have been generated. We have verified in the experimental set-up that, using the developed task planner, a number of typical tasks for installation of the power switchgear model can be performed smoothly with a small amount of assistance from the operator."
697,Kawamura N.; Kato T.; Eda Y.; Takahashi H.,Latest railway substation systems - New environmental products,2004,Hitachi Review,"To address the need for railway substation systems that are more compact, incur fewer losses and are easier to maintain, Hitachi has already developed smaller and more compact SF 6 GIS (gas-insulated switchgear), quieter and more efficient transformers for electric railways, and digitally controlled power switching boards. Recently, to meet the growing demand for equipment that is more environmentally safe, efficient, compact and easy to maintain, we have developed (1) an environmentally friendly silicon transformer with superior disaster-proofing, (2) environmental GIS and compact accumulation-type SWGR (switchgear) that contain no SF 6 greenhouse gas, (3) a new eco-friendly rectifier containing no PFCs (perfluorocarbon compounds) in the coolant and which incurs even lower losses, and (4) a BBU (building block unit) capable of online maintenance, achieved by forming the protection controllers as standard units."
698,Watanabe Atsushi; Okamoto Satoru; Koga Masafumi; Sato Ken-ichi; Okuno Masayuki,Packaging of 8×16 delivery and coupling switch for a 320 Gb/s throughput optical path cross-connect system,1996,"European Conference on Optical Communication, ECOC","8×16 delivery and coupling switch boards are developed for the construction of a fully engineered optical path cross-connect system that has 320 Gb/s throughput. The average insertion loss and ON/OFF ratio are 13.8 dB and 43.3 dB, respectively."
699,Fletcher Paul L.,GIS - a users perspective,1995,IEE Colloquium (Digest),"The National Grid Company (NGC) has more than 2 decades experience of building and operating transmission voltage GIS substations. As a GIS user, NGC is looking for many features including a high level of reliability and availability, low life-cycle costs and compact substation layouts. While these requirements are clearly understood, utilities must also consider other factors that are sometimes overlooked. This paper highlights three areas of potential difficulty in longterm operation of GIS which merit further consideration by both manufacturers and utilities."
700,Bohlin Å.; Ahlberg T.; Larsson J.-O.,Comparative measurements of magnetic field from low voltage switchgears,2001,IEE Conference Publication,"Utilities in Sweden have a number of old transformer stations, placed in normal buildings in the centre of the town. A utility started an investigation to find low voltage switchgear of low magnetic emitting type, to replace the old installations. The ABB Kabeldon busbar system has a c-c distance of 85 mm between the busbars. The system is used in both cable distribution cabinets manufactured by ABB Kabeldon and in switchgears, manufactured by different companies. Current in busbars with this small separation generates a relatively low magnetic field. An ""improved"" design of a standard switchgear, equipped with ABB Kabeldon busbar system, resulted in a magnetic field, 3 m above the ground of approx. 0,2 μT for a 1200 A balanced current and 0,45 μT for a 400 A unbalanced current. This 3m level is approximately the floor level above the switchgear. The small modifications made on a ""standard"" switchgear, resulted in a low magnetic emitting switchgear to a low extra cost."
701,Hammerli A.,Safety in switchgear and control installations,1989,Vector (Electrical Engineering),"Protection of persons against electrical contact in switchgear installations often leads to discussions between manufacturers, operators and the responsible inspection official. The reason for such discussions is the different assessment of the effectiveness of certain measures, the need for an economic construction, the differences amongst relative national specifications and, last but not least, the degree of protection realised in modern switchgear devices."
702,Begg M.J.; Hesse K.E.,Transmission substations in Australia and New Zealand,1988,Electra,This paper reviews the development of high voltage transmission substations in Australia and New Zealand and the methods used by the electricity authorities in building and maintaining these substations. It also looks at some special problems and indicates areas where changes and developments might take place in hV substation design.
703,Meny-Gibert C.,Power station,1989,Civil Engineer in South Africa,"The power station proper, comprises three major subdivisions, namely the machine hall, the switchgear annex and the administration annex. Whilst being interrelated, each subdivision is distinctive in terms of its function and this is reflected in the structural and architectural form of the building. The basic planning of the building and the architectural design, as well as the structural design, are described in this paper. The walls of the machine hall up to crane rail level are in reinforced concrete with stiffening cantilever columns at 12,0 m centres. The choice of in situ reinforced concrete shear wall construction was dictated primarily by security requirements. Above crane rail level the structure comprises conventional steel trusses and columns clad in profiled metal sheeting."
704,Kane A.R.,REPLACING AN OBSOLETE POWER DISTRIBUTION SYSTEM.,1986,"Plant Engineering (Barrington, Illinois)","Blackstone Corp. is a major supplier to the automotive industry. As the complex grew over the decades, the power distribution system grew in hodgepodge fashion. Planning for revamping the distribution system began in 1982, and construction work based on preliminary power survey findings began in the spring of 1983. The project was completed in early 1985. The project included inspection and test of all power switchgear by a maintenance contractor. This work included complete mechanical overhaul and upgrading by retrofitting with solid-state trip units (with ground-fault protection) where feasible; in other cases the switchgear was replaced. Upon completion of the project, the system comprised nine dual-fed, deltawye-connected, 13. 8 kv/480 v transformers totaling 11,000 kva, plus the original 45 kva unit serving the data processing center - now supplied by a dedicated feeder."
705,Newman Alexander,Boston Edison no. 514: Victorian powerhouse fires up,1989,Modern Steel Construction,"The plan developed by Boston Edison, the city's largest power supplier, called for direct delivery of power generated in New England and Canada to downtown Boston. To accomplish this task, a new 345-kv transmission line was to be extended directly into downtown, for the first time. This 345-kv power would have to be transformed to 115 kv that could be distributed throughout the city by existing high-voltage lines. One location available - and already owned by the power company - was Boston Edison's Kingston Street Station No. 514, only a decade old. Preliminary studies suggested that two more floors - each 33-ft high plus a smaller equipment level - would be needed and the original first floor expanded to 67,000 sq. ft. Maguire Group, Inc., a large architectural/engineering/planning firm was selected to design the proposed facility. So as to fit in the limited floor area, special state-of-the-art, gas-insulated switchgear was specified. The switchgear, which uses an inert gas as insulator, occupies only a fraction of space required by the conventional type. The engineers evaluated and rejected precast and cast-in-place concrete systems as too heavy and inappropriate for the loads, spans and irregular shape involved. Structural steel framing became the final choice. This article describes the selected composite steel-concrete composite floor system as well as perimeter braced steel frames and light curtain walls."
706,Barfoot Jack,Channel-shaped precast frame units carry services,1988,Concrete (London),"A £12.5m manufacturing facility in Wales features an unusual system of patented precast frame elements which accommodate services. The 25,000m2 building is used for the assembly of PABX switchboards and semiconductors, and with its offices also form the European headquarters of the Mitel Corporation. Designed on an 800mm basic module and a building grid of 9.6m by 14.4m, the structure's frame is the UK's only example of this system of channel-shaped precast columns, primary beams, and secondary roofing beams (a concept developed in Canada by Teron International), designed to contain all services, and manufactured here under licence by Blatcon Ltd from Teron-designed steel moulds."
707,Fox Grady,Overload protection for medium voltage motors controlled by switchgear starters,1990,IEEE Conference Record of Annual Pulp and Paper Industry Technical Conference,"The author addresses the application of traditional types of overload protective devices, notes some of the difficulties in doing so, and then recommends the better types. It is suggested that a combination of relays may be the best answer. Microprocessor relays, with good memory characteristics, are probably the best protection that can be applied, but they must be studied closely to be properly set. Some of them are furnished with the possibility of custom-building the protection curve. It is noted that this is much easier then to fit the curve including overload, start, and stall protection between the motor start run curve and the motor thermal withstand curve, which is the ultimate overload protection."
